FASTA_NAME	Gs(U)_NO_ALA_N2	Gs(U)_NO_AHR_N2	Gs(U)_NO_AHR_Ar	Gs(U)_NO_AHR_K	Gs(U)_NO_AHR_SI50	Gs(U)_NO_PRT_N2	Gs(U)_NO_PRT_Ar	Gs(U)_NO_PRT_K	Gs(U)_NO_PRT_SI50	Mw_NO_ALA_N2	Mw_NO_AHR_N2	Mw_NO_AHR_Ar	Mw_NO_AHR_K	Mw_NO_AHR_SI50	Mw_NO_PRT_N2	Mw_NO_PRT_Ar	Mw_NO_PRT_K	Mw_NO_PRT_SI50
seq875	965.13	6,676.86	-121.57	6,540.43	0.38	9,800.53	-82.92	47,987.68	0.47	368.93	1,334.42	113.02	10,373.42	0.30	2,080.02	109.71	46,642.88	0.42
seq876	742.96	4,812.83	-53.66	1,539.97	0.41	8,046.14	-86.82	13,648.91	0.52	284.00	949.78	111.91	2,861.21	0.32	1,590.89	112.73	15,938.75	0.47
seq877	909.94	5,879.54	-159.10	3,834.10	0.36	8,936.16	-70.13	21,051.16	0.49	347.83	1,131.15	111.69	5,550.23	0.29	1,756.88	110.59	26,564.93	0.44
seq878	491.42	4,456.24	-182.70	1,171.92	0.44	6,260.48	-97.16	4,989.61	0.57	187.85	842.60	117.48	1,845.84	0.33	1,241.95	115.29	5,678.66	0.49
seq879	669.70	5,795.81	-279.64	3,812.24	0.35	8,814.35	-80.31	19,041.70	0.49	255.99	1,084.18	117.16	4,851.36	0.26	1,759.25	113.28	19,897.35	0.45
seq880	982.84	8,349.52	-125.55	15,125.61	0.33	11,986.34	-89.72	77,288.30	0.46	375.70	1,648.19	116.80	22,454.69	0.29	2,535.64	115.92	68,856.60	0.42
seq881	557.22	5,230.67	-304.20	2,842.06	0.39	7,439.06	-187.96	8,720.16	0.54	213.00	996.40	118.32	3,473.00	0.28	1,504.96	114.47	10,248.38	0.46
seq882	643.42	5,473.79	-291.74	3,361.94	0.39	10,263.87	-254.98	35,146.76	0.46	245.95	1,057.97	117.87	4,257.60	0.32	2,073.35	115.79	32,524.27	0.43
seq883	669.70	3,176.35	179.30	223.78	0.42	5,759.24	-0.36	5,765.81	0.54	255.99	635.98	103.00	584.64	0.38	1,179.85	107.28	6,645.06	0.52
seq884	525.35	3,290.92	-198.76	424.48	0.49	5,765.58	-208.92	2,960.38	0.59	200.82	623.92	111.13	572.40	0.38	1,144.79	117.69	3,180.10	0.55
seq885	1,520.35	11,315.51	-363.86	63,217.74	0.26	14,478.76	-205.12	147,340.69	0.39	581.16	2,141.80	115.48	71,692.34	0.16	2,979.24	107.88	215,744.37	0.34
seq886	415.33	3,751.34	-191.80	562.81	0.49	5,949.29	-140.21	2,996.70	0.60	158.76	683.89	115.59	862.34	0.42	1,137.65	118.23	3,363.72	0.52
seq887	321.71	4,635.49	-168.33	1,224.85	0.44	6,843.17	-41.55	6,570.83	0.56	122.98	855.80	120.06	1,717.33	0.35	1,338.29	114.39	6,905.99	0.49
seq888	1,174.72	9,153.95	-134.91	19,317.69	0.34	12,342.95	-53.03	92,109.04	0.44	449.04	1,799.95	115.92	35,078.15	0.26	2,549.99	110.36	103,217.90	0.39
seq889	454.97	4,944.59	-187.05	1,529.33	0.43	6,338.94	-109.40	7,441.03	0.55	173.91	901.57	118.05	2,313.28	0.32	1,321.93	112.99	5,768.13	0.50
seq890	454.97	3,620.00	-53.53	494.95	0.50	4,766.61	-40.52	2,985.60	0.60	173.91	696.74	112.62	803.03	0.44	1,003.42	107.94	3,560.20	0.57
seq891	1,159.95	5,730.20	5.36	3,164.42	0.37	10,250.02	-31.42	70,202.51	0.44	443.39	1,176.41	105.71	6,217.06	0.30	2,239.76	107.23	70,301.19	0.42
seq892	454.97	5,072.57	-360.10	1,973.88	0.41	6,251.40	-240.13	3,816.73	0.53	173.91	916.04	118.86	2,403.63	0.31	1,217.21	114.90	5,382.16	0.49
seq893	616.03	4,596.93	-22.47	1,232.73	0.43	6,625.59	-84.08	7,249.56	0.56	235.48	899.33	113.07	2,140.10	0.39	1,341.04	111.82	8,290.79	0.51
seq894	525.35	6,890.47	-192.75	5,544.30	0.35	9,352.21	-56.92	22,531.08	0.49	200.82	1,247.55	119.57	8,071.87	0.24	1,838.04	114.13	23,325.53	0.42
seq895	454.97	4,399.97	-112.38	1,039.01	0.46	6,891.02	-43.74	6,621.16	0.57	173.91	843.31	117.70	1,726.33	0.39	1,335.78	113.88	7,654.27	0.50
seq896	643.42	6,007.48	-260.97	4,143.70	0.40	8,103.79	-194.33	12,771.89	0.53	245.95	1,143.60	118.21	5,793.98	0.31	1,617.20	116.05	12,622.62	0.46
seq897	616.03	3,013.75	-146.99	357.60	0.46	5,428.77	-100.77	2,459.30	0.61	235.48	599.27	105.97	466.72	0.38	1,049.58	111.73	3,206.72	0.55
seq898	1,050.70	6,946.71	-39.44	5,495.49	0.36	10,040.73	-39.28	53,732.80	0.46	401.64	1,330.57	110.88	10,380.24	0.29	2,133.17	107.55	52,635.08	0.42
seq899	1,189.32	8,472.41	-62.42	13,987.60	0.30	12,491.47	-110.23	86,186.03	0.43	454.62	1,633.24	112.73	23,355.96	0.25	2,576.00	115.02	80,440.11	0.40
seq900	871.20	5,979.24	4.08	2,892.68	0.34	8,583.90	-101.16	17,173.19	0.47	333.02	1,122.95	110.63	5,427.27	0.27	1,690.43	112.22	19,219.34	0.44
seq901	851.17	5,903.95	-63.38	3,313.98	0.38	9,004.89	-99.36	26,264.98	0.49	325.36	1,152.14	112.92	5,929.76	0.32	1,870.56	113.97	24,559.07	0.46
seq902	830.65	5,975.19	-82.27	3,508.65	0.37	8,948.23	-90.26	25,864.10	0.49	317.52	1,161.49	113.91	6,073.27	0.32	1,855.93	113.14	24,554.16	0.46
seq903	525.35	4,258.61	-457.78	1,315.76	0.40	5,769.04	-132.24	3,330.49	0.56	200.82	783.84	117.40	1,433.93	0.25	1,147.37	110.24	4,884.11	0.47
seq904	491.42	3,974.84	-382.62	1,130.46	0.44	6,029.99	-106.04	3,569.17	0.57	187.85	771.30	118.41	1,317.04	0.31	1,177.60	111.97	5,011.46	0.51
seq905	890.78	5,891.87	-37.37	3,366.33	0.40	9,632.33	-106.88	52,013.30	0.47	340.50	1,191.52	112.80	6,580.68	0.34	2,120.63	108.72	48,021.92	0.43
seq906	1,174.72	5,830.91	-64.03	3,841.96	0.34	7,956.43	-61.45	22,300.79	0.49	449.04	1,189.51	106.35	6,395.84	0.29	1,757.33	107.77	23,760.64	0.44
seq907	890.78	6,924.90	-109.06	6,112.87	0.38	9,744.21	-75.59	45,058.41	0.47	340.50	1,327.95	114.02	10,289.50	0.30	2,055.77	110.49	38,888.09	0.42
seq908	557.22	4,753.34	-176.53	1,585.87	0.41	6,323.02	-75.62	4,982.70	0.55	213.00	893.14	115.47	2,284.39	0.31	1,238.07	110.59	6,316.48	0.47
seq909	982.84	7,120.11	-214.05	6,504.27	0.34	9,913.51	-147.04	24,616.18	0.48	375.70	1,285.49	112.17	9,150.17	0.26	1,889.91	112.55	32,992.21	0.41
seq910	890.78	5,334.03	-311.79	2,681.80	0.37	7,643.46	-228.64	8,664.75	0.52	340.50	989.53	109.75	3,281.39	0.26	1,461.43	113.06	11,273.76	0.46
seq911	788.03	5,015.31	-160.16	1,867.73	0.41	7,707.00	-118.43	11,239.15	0.53	301.23	946.01	110.43	2,725.61	0.32	1,512.06	111.26	13,448.43	0.47
seq912	830.65	6,513.99	-55.70	4,571.61	0.36	9,280.26	-79.61	30,730.55	0.48	317.52	1,245.11	114.11	7,714.32	0.30	1,936.33	112.60	29,126.76	0.45
seq913	415.33	3,436.38	-49.50	483.78	0.51	5,488.75	-67.77	6,692.21	0.56	158.76	719.75	118.17	956.36	0.45	1,246.76	110.06	6,033.43	0.53
seq914	809.62	8,230.96	-242.46	15,698.94	0.34	10,647.08	-172.63	48,476.84	0.47	309.48	1,594.90	117.98	19,008.05	0.29	2,245.02	114.33	49,096.30	0.42
seq915	525.35	6,358.86	-328.66	6,680.82	0.38	8,568.59	-207.03	24,611.14	0.49	200.82	1,254.81	121.30	8,170.72	0.28	1,827.25	111.18	26,005.21	0.43
seq916	947.09	6,793.22	-226.03	8,331.60	0.37	9,792.90	-109.11	56,136.98	0.46	362.03	1,391.37	115.82	12,541.68	0.29	2,264.24	111.13	46,830.66	0.43
seq917	2,117.76	16,252.67	-83.43	173,533.47	0.26	22,609.31	-112.68	6,906,662.12	0.36	809.52	3,091.75	113.66	285,207.36	0.21	4,818.74	111.97	5,955,158.11	0.34
seq918	643.42	7,374.49	-220.12	7,808.11	0.32	10,319.67	-45.31	41,861.69	0.45	245.95	1,335.00	118.65	10,849.99	0.22	2,082.49	112.59	38,737.95	0.41
seq919	742.96	7,255.15	-152.41	6,872.47	0.37	10,166.96	-57.94	46,150.39	0.47	284.00	1,351.55	117.04	11,512.08	0.32	2,119.30	112.50	36,529.55	0.41
seq920	2,150.10	15,573.07	-119.87	168,232.28	0.26	22,586.93	-83.34	-3,803,188.35	0.37	821.88	3,001.04	113.34	262,184.91	0.20	4,506.55	111.90	-4,485,049.15	0.33
seq921	2,117.76	15,379.78	-111.81	159,943.74	0.26	22,654.42	-83.81	-3,825,981.53	0.37	809.52	2,974.21	113.44	252,593.85	0.21	4,512.43	112.03	-4,524,878.85	0.33
seq922	1,114.44	9,409.43	-175.79	23,067.20	0.29	12,443.08	-135.42	70,186.52	0.43	426.00	1,776.74	115.85	33,422.91	0.21	2,440.46	113.63	79,621.23	0.37
seq923	1,286.85	11,631.77	-150.66	52,794.56	0.30	16,769.33	-80.84	274,346.90	0.41	491.90	2,238.21	116.78	79,508.71	0.24	3,442.56	113.39	279,853.61	0.37
seq924	1,692.17	12,143.33	-100.78	65,511.15	0.29	18,845.95	-69.35	503,407.67	0.39	646.84	2,403.21	113.99	107,901.16	0.23	3,872.95	109.81	578,978.32	0.35
seq925	415.33	3,204.91	-379.09	575.15	0.47	4,393.09	-69.46	1,462.02	0.61	158.76	632.88	117.54	660.30	0.30	929.97	109.54	1,826.32	0.53
seq926	1,692.17	13,626.46	-147.12	99,468.02	0.29	18,933.83	-114.44	601,061.07	0.39	646.84	2,629.76	115.20	151,841.42	0.23	4,001.47	110.84	569,743.80	0.35
seq927	830.65	6,799.30	-179.74	6,315.25	0.37	9,763.45	-90.64	37,757.97	0.48	317.52	1,293.11	115.61	9,235.67	0.29	2,058.38	112.70	34,697.30	0.43
seq928	1,771.85	11,654.40	-0.52	44,152.17	0.26	16,563.96	-76.42	264,971.39	0.39	677.30	2,247.79	110.87	81,545.90	0.22	3,364.33	112.72	273,536.33	0.37
seq929	1,661.31	13,220.61	-119.24	90,079.35	0.29	19,620.01	-81.59	596,096.89	0.39	635.04	2,605.65	115.65	146,162.17	0.24	4,076.50	113.21	557,978.23	0.35
seq930	947.09	6,873.87	-139.33	7,460.10	0.38	10,334.28	-95.03	63,476.31	0.45	362.03	1,397.36	115.14	12,827.83	0.30	2,281.68	107.90	62,332.06	0.42
seq931	1,894.18	15,005.97	-122.46	149,428.45	0.28	22,052.87	-83.07	6,729,005.14	0.37	724.06	2,962.71	115.63	246,444.96	0.23	4,774.66	111.11	5,773,564.68	0.34
seq932	3,119.11	18,324.74	57.08	269,317.91	0.25	28,026.71	-15.38	70,424,464.16	0.34	1,192.29	3,677.41	108.01	558,448.88	0.23	6,167.87	108.43	61,281,886.30	0.32
seq933	982.84	6,021.69	-169.35	5,026.05	0.38	9,235.63	-134.95	30,114.04	0.49	375.70	1,217.78	111.87	7,151.54	0.31	1,968.11	111.92	29,488.26	0.45
seq934	1,245.98	8,256.56	-56.50	13,022.33	0.31	11,606.09	-123.86	74,064.91	0.44	476.28	1,610.77	111.52	21,328.38	0.26	2,433.37	113.03	65,994.63	0.41
seq935	830.65	10,508.02	-270.38	30,939.21	0.28	14,721.28	-80.50	162,653.36	0.41	317.52	1,881.55	120.08	41,234.94	0.20	3,059.02	118.62	96,749.89	0.35
seq936	1,174.72	8,244.49	-142.69	15,241.96	0.34	12,879.49	-83.98	120,669.92	0.44	449.04	1,647.47	114.18	23,303.76	0.29	2,783.98	111.98	118,511.67	0.40
seq937	947.09	5,197.97	97.38	1,322.51	0.33	8,177.40	8.48	50,654.17	0.41	362.03	963.29	104.35	2,957.21	0.26	1,963.76	102.92	41,976.72	0.41
seq938	1,114.44	6,084.82	-58.54	4,207.72	0.37	9,405.82	-94.77	41,481.22	0.47	426.00	1,221.47	108.12	7,135.50	0.31	2,073.85	110.52	34,692.93	0.44
seq939	557.22	4,122.98	-230.14	1,078.37	0.45	5,737.04	-53.66	5,740.94	0.55	213.00	804.53	115.09	1,482.12	0.39	1,244.95	106.72	6,672.83	0.50
seq940	742.96	3,517.39	-83.11	596.04	0.47	4,602.02	-44.11	2,280.33	0.60	284.00	731.49	105.71	982.02	0.39	1,021.86	105.17	2,574.12	0.53
seq941	1,485.92	8,654.43	-122.04	17,938.35	0.32	12,235.14	-69.28	108,194.63	0.43	568.00	1,721.38	110.14	27,360.45	0.28	2,623.61	106.02	128,908.09	0.39
seq942	742.96	4,725.63	-50.37	1,258.96	0.38	7,616.77	-30.51	24,162.14	0.47	284.00	885.30	109.82	2,049.53	0.33	1,711.27	107.68	19,313.97	0.45
seq943	765.83	4,659.14	-29.29	1,110.77	0.38	7,588.85	-31.84	23,992.67	0.47	292.74	867.83	108.41	1,897.75	0.32	1,705.74	107.36	19,311.48	0.45
seq944	765.83	4,856.59	-60.24	1,431.16	0.39	7,625.57	-32.92	23,422.90	0.48	292.74	916.98	110.23	2,322.42	0.33	1,709.66	107.57	19,235.64	0.46
seq945	765.83	4,894.15	-68.38	1,512.60	0.39	7,671.14	-33.99	23,760.26	0.48	292.74	926.01	110.51	2,423.10	0.33	1,712.32	107.68	19,605.48	0.46
seq946	765.83	4,839.94	-67.35	1,411.85	0.38	7,637.65	-31.58	23,226.71	0.48	292.74	907.57	109.91	2,227.41	0.33	1,706.97	107.39	19,353.45	0.45
seq947	982.84	4,682.66	49.52	1,137.47	0.33	7,332.13	55.81	23,251.95	0.46	375.70	890.62	101.83	2,040.68	0.28	1,687.87	105.45	20,213.10	0.45
seq948	694.98	6,382.02	-206.68	5,495.70	0.39	8,691.15	-70.57	41,201.33	0.46	265.66	1,242.13	117.28	7,605.91	0.32	2,011.96	109.09	34,821.19	0.43
seq949	557.22	3,498.76	-252.32	697.53	0.44	4,730.01	-65.07	3,125.54	0.57	213.00	689.84	112.28	846.56	0.36	1,079.11	105.78	3,773.24	0.52
seq950	454.97	2,625.38	-46.52	198.34	0.44	3,540.11	73.13	806.60	0.65	173.91	530.35	110.18	303.86	0.44	746.19	111.95	813.57	0.61
seq951	890.78	4,029.82	-84.90	838.86	0.38	5,347.26	3.08	3,510.43	0.52	340.50	771.87	100.75	1,170.33	0.35	1,128.62	104.56	4,026.81	0.46
seq952	587.36	4,339.39	-129.75	1,127.32	0.46	6,489.69	-72.58	8,588.26	0.56	224.52	848.62	114.34	1,732.23	0.40	1,436.23	112.89	7,717.20	0.51
seq953	669.70	4,199.18	-42.94	1,100.37	0.46	5,375.22	-91.05	7,861.09	0.55	255.99	887.11	110.31	2,019.97	0.41	1,325.05	109.01	5,494.97	0.51
seq954	982.84	5,403.85	-148.72	3,348.53	0.36	7,402.38	-168.01	12,588.94	0.52	375.70	1,091.41	109.52	4,559.44	0.31	1,585.92	112.10	12,242.69	0.47
seq955	788.03	4,558.09	-175.21	1,281.80	0.35	5,801.33	-63.77	3,399.12	0.51	301.23	837.51	107.89	1,687.15	0.30	1,156.57	108.11	5,027.02	0.49
seq956	1,000.24	7,002.46	-59.80	6,681.33	0.36	9,936.66	-12.15	46,572.79	0.47	382.35	1,366.93	112.06	11,114.97	0.31	2,071.35	106.69	55,180.19	0.42
seq957	742.96	6,317.83	-106.57	4,557.88	0.39	9,190.72	-40.37	46,501.09	0.46	284.00	1,228.06	115.28	7,183.10	0.33	2,051.09	109.06	40,493.79	0.43
seq958	719.37	6,366.08	-226.24	5,587.97	0.39	8,950.66	-70.05	41,457.41	0.46	274.98	1,236.87	116.70	7,548.42	0.31	2,030.96	110.02	34,789.92	0.43
seq959	830.65	7,154.88	-172.26	8,141.56	0.37	9,932.46	-42.06	62,544.89	0.45	317.52	1,385.28	115.71	11,791.98	0.30	2,241.80	110.23	49,201.93	0.41
seq960	765.83	6,089.15	-109.23	3,808.52	0.37	8,449.55	-77.31	18,885.86	0.50	292.74	1,159.30	114.59	6,225.64	0.28	1,711.21	111.81	19,518.31	0.44
seq961	871.20	6,297.08	-186.82	5,241.35	0.37	10,314.51	-65.37	49,761.01	0.46	333.02	1,221.70	114.23	7,381.43	0.29	2,181.68	109.87	49,320.40	0.43
seq962	1,000.24	5,554.27	-29.08	3,186.30	0.39	8,030.86	-22.52	25,806.37	0.50	382.35	1,147.91	107.77	5,574.88	0.34	1,815.72	107.55	23,734.82	0.45
seq963	851.17	5,749.49	21.22	2,683.17	0.37	9,972.34	6.96	45,619.40	0.47	325.36	1,122.87	111.19	5,306.66	0.31	2,113.63	114.48	32,531.58	0.43
seq964	262.68	3,004.47	-94.75	412.07	0.43	4,180.41	-196.47	3,590.13	0.56	100.41	677.63	113.37	594.48	0.34	1,047.75	110.67	1,437.67	0.51
seq965	1,203.73	7,951.08	-112.54	10,902.26	0.34	11,587.31	-80.08	88,993.31	0.45	460.13	1,526.26	111.57	17,265.04	0.29	2,547.24	110.75	81,235.85	0.41
seq966	1,402.31	7,979.71	16.71	11,145.00	0.34	12,459.51	-8.89	162,206.26	0.42	536.04	1,614.16	107.71	20,854.50	0.30	2,763.41	106.27	160,845.78	0.39
seq967	1,389.95	8,023.02	12.38	11,317.39	0.34	12,434.47	-10.39	162,966.36	0.42	531.32	1,619.69	108.11	21,186.55	0.30	2,767.90	106.47	159,106.51	0.39
seq968	1,339.39	10,268.78	-140.81	31,862.95	0.32	13,844.77	-85.85	170,189.17	0.42	511.99	1,970.99	113.11	47,711.23	0.26	2,977.17	110.10	157,676.07	0.38
seq969	965.13	5,875.19	-184.40	4,005.24	0.38	8,361.38	-51.32	21,070.11	0.49	368.93	1,131.76	109.88	5,426.03	0.29	1,748.09	107.17	23,559.74	0.44
seq970	742.96	4,368.86	-149.57	1,294.13	0.44	5,679.73	-47.98	5,341.37	0.55	284.00	883.85	111.23	2,051.75	0.38	1,252.42	106.52	6,542.14	0.50
seq971	1,273.37	7,941.95	-53.82	11,882.66	0.35	11,736.26	-18.61	95,124.05	0.44	486.75	1,599.16	110.61	21,239.48	0.29	2,502.94	107.93	103,102.53	0.40
seq972	1,174.72	4,728.58	43.94	1,558.05	0.33	7,380.01	-18.43	25,943.48	0.44	449.04	977.79	100.04	2,631.08	0.30	1,691.90	99.07	28,496.90	0.44
seq973	1,034.16	7,672.42	-181.76	10,562.82	0.36	11,292.85	-85.24	66,953.04	0.46	395.31	1,479.08	114.35	15,353.48	0.29	2,387.17	112.72	61,677.91	0.42
seq974	371.48	2,842.76	311.72	81.67	0.42	4,324.17	113.81	2,042.76	0.61	142.00	523.22	109.82	332.74	0.42	928.06	110.71	1,466.55	0.58
seq975	890.78	6,006.53	-117.42	3,504.25	0.39	9,254.53	-105.64	31,399.07	0.48	340.50	1,137.91	111.33	5,429.27	0.33	1,998.70	111.21	29,248.85	0.43
seq976	587.36	4,330.03	-163.88	1,230.86	0.45	6,185.36	-14.36	6,876.97	0.56	224.52	840.34	113.28	1,732.76	0.36	1,304.74	109.52	7,170.51	0.50
seq977	616.03	6,528.44	-200.60	5,675.77	0.39	8,975.26	-81.54	40,232.22	0.45	235.48	1,251.04	117.87	7,670.22	0.31	2,038.00	109.94	36,253.56	0.43
seq978	616.03	6,642.75	-183.92	5,677.90	0.38	8,990.52	-81.35	41,336.57	0.45	235.48	1,255.26	117.77	7,828.11	0.29	2,039.73	109.73	35,764.55	0.43
seq979	694.98	5,030.56	-155.43	2,117.60	0.42	7,252.30	-138.52	12,048.29	0.54	265.66	975.62	113.52	2,985.26	0.35	1,575.75	115.37	10,120.08	0.48
seq980	742.96	4,215.01	-8.88	944.43	0.42	6,997.82	-67.20	18,155.85	0.50	284.00	853.28	105.17	1,834.95	0.39	1,601.20	107.06	14,932.57	0.46
seq981	643.42	4,067.90	-83.28	897.53	0.47	5,370.89	-19.93	4,224.47	0.59	245.95	811.83	111.22	1,562.85	0.36	1,159.32	109.95	4,174.55	0.52
seq982	1,174.72	6,928.96	47.16	5,770.93	0.33	10,741.60	33.37	83,491.29	0.44	449.04	1,387.09	109.48	11,581.66	0.30	2,415.58	108.85	67,921.20	0.42
seq983	1,000.24	7,167.40	-127.87	7,963.23	0.37	10,207.39	-7.85	49,566.98	0.46	382.35	1,398.75	112.74	12,199.43	0.31	2,136.68	106.83	58,754.62	0.42
seq984	1,144.98	6,156.77	33.28	4,107.22	0.34	10,344.99	-14.49	86,173.42	0.43	437.67	1,255.78	107.66	7,422.14	0.32	2,403.40	108.15	75,664.03	0.41
seq985	1,273.37	6,249.52	-11.20	4,788.97	0.33	10,775.05	-22.34	95,943.23	0.43	486.75	1,270.61	105.35	7,556.95	0.30	2,470.21	106.96	91,022.87	0.41
seq986	669.70	4,752.77	-219.15	1,785.42	0.43	7,123.87	-89.01	12,012.53	0.53	255.99	922.94	112.20	2,416.21	0.34	1,535.65	108.79	11,480.82	0.48
seq987	1,114.44	6,658.40	-108.10	7,171.67	0.34	9,835.92	-129.42	51,471.60	0.46	426.00	1,352.61	110.85	10,775.00	0.29	2,203.98	111.38	44,013.59	0.43
seq988	454.97	3,068.84	-130.52	309.99	0.57	4,835.94	-37.45	3,429.48	0.60	173.91	604.56	111.86	501.56	0.48	1,095.00	107.83	3,323.30	0.56
seq989	185.74	2,330.30	8.32	91.82	0.63	2,812.34	-63.73	508.24	0.70	71.00	437.09	115.71	139.53	0.53	616.32	106.12	528.86	0.68
seq990	765.83	3,447.82	-51.33	468.91	0.44	4,642.73	-7.22	2,340.49	0.59	292.74	683.39	102.05	742.48	0.37	989.89	102.97	2,854.09	0.52
seq991	1,017.34	9,379.72	-186.81	26,818.41	0.31	14,007.19	-106.09	159,288.65	0.43	388.88	1,869.55	119.01	37,737.58	0.27	3,034.79	115.06	140,288.19	0.39
seq992	765.83	5,345.45	-232.33	3,279.39	0.39	7,897.54	-73.68	22,215.40	0.50	292.74	1,054.80	113.45	4,140.52	0.31	1,794.19	109.96	17,341.65	0.45
seq993	557.22	3,068.67	222.27	149.27	0.45	4,617.61	102.21	2,950.80	0.57	213.00	586.92	104.60	460.74	0.42	952.88	100.33	3,913.00	0.54
seq994	643.42	4,580.71	-153.63	1,328.73	0.43	7,012.69	-86.26	12,958.58	0.53	245.95	863.89	111.21	1,916.70	0.33	1,578.11	113.87	9,573.08	0.47
seq995	1,402.31	8,883.76	-90.11	18,908.63	0.32	12,947.49	-61.60	163,746.00	0.42	536.04	1,760.17	111.51	29,584.71	0.28	2,904.13	110.14	157,645.04	0.39
seq996	1,313.38	7,526.86	-150.58	10,251.54	0.32	13,010.97	-0.36	151,285.26	0.41	502.05	1,449.97	108.64	14,447.43	0.24	2,778.39	106.83	169,974.57	0.38
seq997	454.97	3,053.99	172.77	138.21	0.42	3,878.34	4.40	2,383.89	0.57	173.91	546.51	107.20	388.86	0.38	910.29	105.57	1,518.70	0.55
seq998	719.37	4,937.65	-85.37	1,869.96	0.42	7,017.95	-65.76	12,485.13	0.53	274.98	969.09	111.94	2,968.56	0.34	1,542.83	111.96	10,664.88	0.49
